img_id,correct_inf,inf_label,inf_conf,inf_top2diff,inf_loss
121,0,973,36.71790659427643,14.80635553598404,7.776331901550293
122,0,73,16.970133781433105,9.489286690950394,12.047758102416992
123,0,210,27.537360787391663,19.532468914985657,8.818428993225098
124,0,351,19.161857664585114,5.3556665778160095,7.523755073547363
125,0,427,10.197147727012634,5.988861992955208,8.810227394104004
126,0,940,27.472156286239624,21.99682593345642,8.719569206237793
127,0,856,41.333600878715515,35.69178283214569,11.707939147949219
128,0,567,28.35216522216797,17.81698763370514,9.428285598754883
129,0,310,43.07943284511566,19.336579740047455,10.303955078125
130,0,353,60.48547625541687,52.324604988098145,12.135354042053223
131,0,856,19.07116323709488,7.460516691207886,6.491691589355469
132,0,973,28.464794158935547,6.582224369049072,10.10595989227295
133,0,206,11.211954802274704,5.8294132351875305,6.929126262664795
134,0,465,15.19378125667572,9.397561848163605,11.589097023010254
135,0,975,22.13338613510132,16.2545382976532,6.1220245361328125
136,0,604,39.67091739177704,20.4905167222023,9.77134895324707
137,0,128,24.733957648277283,18.105076253414154,9.64553165435791
138,0,51,9.970440715551376,2.157818526029587,9.908336639404297
139,0,891,14.797919988632202,4.382260888814926,6.473287105560303
140,0,384,15.585143864154816,8.375594019889832,7.287339687347412
141,0,73,72.4821388721466,62.49765157699585,12.923670768737793
142,0,973,24.834319949150085,12.561994791030884,8.143239974975586
143,0,369,52.87655591964722,44.53840255737305,11.826003074645996
144,0,73,41.35241210460663,32.57031440734863,11.085186958312988
145,0,925,39.42817449569702,26.429885625839233,17.919727325439453
146,0,675,6.561711430549622,0.3182724118232727,8.630570411682129
147,0,439,27.43048369884491,18.9034640789032,11.808063507080078
148,0,781,13.751013576984406,2.023668587207794,9.313055992126465
149,0,712,78.66275310516357,73.26577305793762,11.602412223815918
150,0,708,18.003784120082855,13.024422526359558,6.379600524902344
151,0,686,17.806820571422577,7.645248621702194,10.940889358520508
152,0,73,21.36605530977249,12.011188268661499,12.322670936584473
153,0,728,19.85461264848709,1.0657310485839844,16.946090698242188
154,0,580,11.85881793498993,1.7004869878292084,11.47846508026123
155,0,946,50.78326463699341,44.71879005432129,6.206763744354248
156,0,604,91.72583222389221,87.9691481590271,15.758700370788574
157,0,653,12.02486827969551,2.3995593190193176,9.629252433776855
158,0,80,34.829989075660706,31.69046938419342,7.217390060424805
159,0,216,28.12555730342865,20.018070936203003,9.200560569763184
160,0,68,20.231832563877106,4.267425835132599,9.450191497802734
161,0,358,20.483291149139404,3.409680724143982,10.501585960388184
162,0,741,45.96281945705414,34.27165448665619,10.264440536499023
163,0,335,28.21921706199646,20.841073989868164,9.19861888885498
164,0,437,14.395228028297424,1.58986896276474,13.43094253540039
165,0,812,35.255104303359985,8.545726537704468,12.433126449584961
166,0,962,26.82456076145172,7.672587037086487,11.541240692138672
167,0,399,83.10382962226868,79.25481796264648,14.193305015563965
168,0,639,46.018266677856445,26.04672610759735,9.781644821166992
169,0,354,29.385673999786377,9.097422659397125,13.498854637145996
170,0,741,27.84549593925476,20.91784179210663,8.377668380737305
171,0,73,20.645958185195923,12.408573180437088,10.764853477478027
172,0,188,10.080536454916,2.3801997303962708,13.126922607421875
173,0,689,27.82544493675232,4.758924245834351,13.535682678222656
174,0,715,20.547787845134735,12.648768723011017,9.148505210876465
175,0,689,12.240717560052872,5.967604368925095,6.985883712768555
176,0,78,32.96402096748352,10.745686292648315,12.158520698547363
177,0,741,9.330865740776062,2.8028637170791626,10.954618453979492
178,0,167,12.377657741308212,5.382052809000015,12.42684268951416
179,0,684,8.429115265607834,3.1459346413612366,8.255027770996094
180,0,101,56.48682117462158,34.918999671936035,10.774572372436523
181,0,912,9.459909796714783,0.9050719439983368,5.073935508728027
182,0,169,7.9713232815265656,0.2260155975818634,8.335297584533691
183,0,594,6.850692629814148,1.7393745481967926,10.962481498718262
184,0,841,20.144864916801453,1.6821891069412231,13.650578498840332
185,0,502,9.553318470716476,3.279590606689453,6.984474182128906
186,0,556,55.43351173400879,20.20360827445984,12.775947570800781
187,0,906,25.168010592460632,7.258099317550659,9.35200309753418
188,0,28,40.83706736564636,26.627647876739502,9.590812683105469
189,0,293,23.206280171871185,16.235408186912537,8.673969268798828
190,0,439,16.22958779335022,9.846822917461395,12.460291862487793
191,0,701,48.76146912574768,42.82257258892059,13.381107330322266
192,0,857,9.046945720911026,3.7024881690740585,9.995187759399414
193,0,335,30.227699875831604,23.212021589279175,10.414410591125488
194,0,323,36.42444610595703,16.378509998321533,13.596634864807129
195,0,325,37.24237680435181,3.197425603866577,10.847171783447266
196,0,540,14.017142355442047,5.353070795536041,8.81658935546875
197,0,831,46.2745726108551,36.956438422203064,5.422341346740723
198,0,274,36.718448996543884,16.596555709838867,15.239225387573242
199,0,29,67.5607681274414,59.575867652893066,8.513542175292969
200,0,906,76.4452874660492,67.7389144897461,9.096895217895508
201,0,912,38.498350977897644,25.931888818740845,9.776823997497559
202,0,126,87.90048360824585,82.66620635986328,12.490853309631348
203,0,158,37.42361068725586,24.772219359874725,16.01638412475586
204,0,113,58.56686234474182,49.20859634876251,11.369955062866211
205,0,408,30.67631721496582,9.454995393753052,15.896825790405273
206,0,103,30.079683661460876,24.69215840101242,5.060972213745117
207,0,556,14.623185992240906,6.629624217748642,8.63807487487793
208,0,413,12.120388448238373,1.4700695872306824,7.618929862976074
209,0,940,21.058614552021027,2.237410843372345,9.458382606506348
210,0,269,6.63013681769371,2.0993534475564957,10.778453826904297
211,0,493,81.77750706672668,75.83615183830261,16.323619842529297
212,0,439,12.638935446739197,0.6827160716056824,13.73121452331543
213,0,747,26.836323738098145,15.723437070846558,9.312171936035156
214,0,857,13.81620317697525,5.027470737695694,11.34184455871582
215,0,940,23.5322505235672,4.756402969360352,11.773102760314941
216,0,187,50.482356548309326,42.87498891353607,14.821859359741211
217,0,940,13.033215701580048,3.4142397344112396,6.112497329711914
218,0,294,21.77826017141342,9.097421169281006,12.09061050415039
219,0,335,11.911538988351822,2.859824150800705,11.89271354675293
220,0,235,69.68848705291748,65.01615643501282,8.413543701171875
221,0,577,10.425147414207458,2.0728357136249542,11.319219589233398
222,0,821,12.863631546497345,8.247911930084229,7.245576858520508
223,0,741,13.25913816690445,2.8240934014320374,10.674606323242188
224,0,73,56.365323066711426,30.616822838783264,11.819998741149902
225,0,860,38.75879645347595,31.940728425979614,10.597755432128906
226,0,482,43.67911517620087,31.60806894302368,13.05089282989502
227,0,584,14.69610184431076,6.749270856380463,7.023536205291748
228,0,675,31.771469116210938,19.47142779827118,12.603296279907227
229,0,28,81.84351921081543,76.26557350158691,11.128763198852539
230,0,633,11.871537566184998,3.476950526237488,13.032781600952148
231,0,404,49.23146367073059,37.170422077178955,11.171977043151855
232,0,28,17.317230999469757,1.5855208039283752,10.315279006958008
233,0,856,39.45886492729187,24.666771292686462,11.933204650878906
234,0,675,22.222766280174255,13.767409324645996,7.347174644470215
235,0,690,43.053239583969116,37.948036193847656,9.14172649383545
236,0,633,12.322885543107986,3.688357025384903,7.885134696960449
237,0,702,6.053369119763374,0.8027255535125732,9.7189302444458
238,0,294,17.904888093471527,10.376150161027908,8.837790489196777
239,0,510,90.16822576522827,84.19645428657532,15.787403106689453
240,0,653,65.54872393608093,61.22850775718689,8.796283721923828
241,0,586,20.53370028734207,13.764756917953491,8.379568099975586
242,0,387,98.77410531044006,98.3794093132019,20.025896072387695
243,0,747,45.44396996498108,18.741419911384583,15.019659996032715
244,0,293,52.790939807891846,34.68438386917114,16.544069290161133
245,0,5,52.87151336669922,34.96948480606079,5.940154075622559
246,0,689,20.49362063407898,4.560881853103638,11.659984588623047
247,0,683,62.11645007133484,56.268203258514404,13.212981224060059
248,0,739,23.268267512321472,14.787954092025757,11.602765083312988
249,0,821,14.360666275024414,1.3491317629814148,7.867890357971191
250,0,720,11.209920793771744,0.9373739361763,12.57347297668457
251,0,678,19.32602971792221,8.796551078557968,11.669797897338867
252,0,741,24.23868328332901,18.638670444488525,10.73593521118164
253,0,699,40.2854323387146,26.697322726249695,10.40651798248291
254,0,675,81.79408311843872,75.55670738220215,13.724954605102539
255,0,860,69.20645833015442,65.39114117622375,9.804765701293945
256,0,623,18.357177078723907,1.2254074215888977,12.03237247467041
257,0,293,19.473138451576233,9.088702499866486,15.104334831237793
258,0,347,24.952279031276703,11.0398530960083,12.358457565307617
259,0,1,96.80060744285583,96.02615237236023,6.579100131988525
260,0,901,15.753667056560516,6.05553537607193,14.316410064697266
261,0,220,17.073729634284973,11.09287142753601,9.683094024658203
262,0,294,39.416930079460144,25.96358060836792,13.373079299926758
263,0,833,14.601755142211914,0.6101816892623901,10.499061584472656
264,0,145,93.27102899551392,91.17000699043274,9.183365821838379
265,0,959,30.715212225914,6.365843117237091,16.171239852905273
266,0,350,28.722921013832092,19.86849308013916,11.131810188293457
267,0,926,42.176634073257446,21.388940513134003,9.956623077392578
268,0,625,89.34745192527771,85.46760082244873,16.282033920288086
269,0,901,90.49621224403381,87.7701997756958,19.082414627075195
270,0,105,61.53936982154846,55.84989786148071,14.09712028503418
271,0,341,23.98134469985962,5.693681538105011,14.671953201293945
272,0,853,17.394205927848816,6.739740073680878,5.291304588317871
273,0,392,9.051450341939926,2.8259895741939545,7.877017974853516
274,0,149,57.637155055999756,50.44896602630615,7.444601058959961
275,0,625,94.86170411109924,90.82319736480713,17.920989990234375
276,0,370,17.744024097919464,1.304161548614502,10.92056655883789
277,0,678,33.40332508087158,20.838649570941925,7.432203769683838
278,0,912,53.428006172180176,33.636969327926636,8.809701919555664
279,0,122,23.186539113521576,11.14196628332138,5.931140422821045
280,0,680,21.377277374267578,0.21099597215652466,17.53250503540039
281,0,940,23.530074954032898,5.4424092173576355,12.687289237976074
282,0,135,27.881115674972534,20.909440517425537,8.165616035461426
283,0,351,18.438763916492462,0.4700601100921631,5.877119064331055
284,0,266,17.472411692142487,4.242412745952606,19.273897171020508
285,0,221,16.293801367282867,9.657254070043564,7.684310436248779
286,0,856,15.745000541210175,5.050172656774521,12.101324081420898
287,0,252,24.252766370773315,7.68696516752243,11.736991882324219
288,0,781,14.964231848716736,1.6617357730865479,6.550338268280029
289,0,763,9.499356150627136,3.8191553205251694,9.539133071899414
290,0,853,59.559446573257446,53.845733404159546,9.5390043258667
291,0,392,26.41845941543579,5.602981150150299,7.670787811279297
292,0,853,52.08401083946228,38.56413960456848,5.5240373611450195
293,0,821,16.519680619239807,3.1233012676239014,7.941622734069824
294,0,693,30.286377668380737,25.370770692825317,6.839776992797852
295,0,856,9.642232209444046,0.9636640548706055,7.711972236633301
296,0,426,62.564390897750854,40.29242396354675,18.28114128112793
297,0,887,7.363069802522659,1.398175209760666,10.91476821899414
298,0,856,87.8146231174469,83.4822416305542,12.960370063781738
299,0,1,32.88082480430603,24.000558257102966,7.6389546394348145
300,0,399,11.597013473510742,4.600157588720322,9.812849998474121
301,0,857,24.331185221672058,10.75296700000763,9.786659240722656
302,0,856,83.99630784988403,77.6362419128418,13.038923263549805
303,0,811,18.121139705181122,0.3888562321662903,9.407699584960938
304,0,507,25.916555523872375,15.615740418434143,13.195034980773926
305,0,996,23.642346262931824,11.874640733003616,10.450425148010254
306,0,183,13.935329020023346,3.6440320312976837,7.770845890045166
307,0,583,32.513272762298584,7.799205183982849,15.499598503112793
308,0,323,76.67894959449768,72.432541847229,13.232221603393555
309,0,437,72.62440919876099,68.92247796058655,8.852560997009277
310,0,975,14.683923125267029,0.41807591915130615,10.712084770202637
311,0,926,24.772782623767853,3.2901525497436523,14.263849258422852
312,0,912,17.312709987163544,7.135495543479919,7.2240400314331055
313,0,294,56.407493352890015,50.77817440032959,8.014676094055176
314,0,720,13.769781589508057,9.40999835729599,11.700201988220215
315,0,964,14.28888738155365,4.580637067556381,8.463323593139648
316,0,553,22.183386981487274,1.7491981387138367,13.392251968383789
317,0,228,28.410056233406067,2.954980731010437,10.56615924835205
318,0,1,96.09756469726562,92.59055256843567,9.599177360534668
319,0,482,30.32567799091339,24.225452542304993,13.547111511230469
320,0,683,90.27928113937378,87.7733588218689,15.903955459594727
321,0,408,44.71978545188904,32.10134506225586,8.799259185791016
322,0,371,18.466033041477203,13.525822758674622,7.204860210418701
323,0,789,11.553487181663513,0.02153143286705017,14.194645881652832
324,0,384,9.090953320264816,3.702409192919731,6.849310874938965
325,0,188,45.21459639072418,19.270631670951843,13.742977142333984
326,0,297,32.98502564430237,11.90478652715683,11.045088768005371
327,0,641,30.759945511817932,14.161419868469238,10.444938659667969
328,0,663,17.490769922733307,7.345486432313919,13.452131271362305
329,0,413,9.971071034669876,1.9315972924232483,7.438573837280273
330,0,973,48.20505976676941,31.548869609832764,11.941020011901855
331,0,693,7.2234466671943665,2.851428836584091,5.659824371337891
332,0,914,14.816144108772278,0.6509497761726379,10.469442367553711
333,0,856,32.85106122493744,16.09117090702057,9.581849098205566
334,0,978,31.7553848028183,9.41956341266632,9.168450355529785
335,0,789,16.697286069393158,8.847461640834808,13.061345100402832
336,0,970,12.877006828784943,3.711572289466858,8.121585845947266
337,0,335,55.68063259124756,40.583738684654236,14.236831665039062
338,0,66,19.77803111076355,5.484399199485779,11.66919231414795
339,0,635,77.9731273651123,60.79834699630737,18.31126594543457
340,0,729,11.155111342668533,5.240471288561821,8.973803520202637
341,0,969,23.29786568880081,18.847228586673737,11.14905834197998
342,0,860,74.67336058616638,69.13855075836182,11.454496383666992
343,0,901,92.97413229942322,89.8995578289032,15.480224609375
344,0,5,8.65500122308731,3.421323746442795,6.44128942489624
345,0,5,61.56893968582153,54.82902526855469,9.166749000549316
346,0,689,32.37587511539459,26.70382559299469,12.744232177734375
347,0,766,25.960302352905273,1.3941437005996704,8.805158615112305
348,0,365,11.09752431511879,6.51390478014946,9.590914726257324
349,0,187,46.91894352436066,32.13744759559631,14.276880264282227
350,0,680,26.384258270263672,7.876896858215332,9.35062026977539
351,0,335,22.196409106254578,7.777881622314453,10.028709411621094
352,0,631,13.315881788730621,1.1461302638053894,9.301774978637695
353,0,641,19.934940338134766,12.445037066936493,11.773897171020508
354,0,510,40.10016918182373,26.572924852371216,11.184670448303223
355,0,101,35.386478900909424,24.839437007904053,11.203782081604004
356,0,856,30.835285782814026,22.26208746433258,9.051250457763672
357,0,32,57.61779546737671,37.985944747924805,12.661840438842773
358,0,743,17.66846477985382,7.305994629859924,8.504443168640137
359,0,702,21.59188687801361,15.19366204738617,11.01370620727539
360,0,207,62.97891139984131,48.235976696014404,17.577571868896484
361,0,821,17.31860488653183,2.4574175477027893,12.347970008850098
362,0,663,29.826074838638306,24.578863382339478,10.399691581726074
363,0,221,36.35388910770416,8.690083026885986,11.585577964782715
364,0,733,22.303085029125214,8.220639824867249,6.888744354248047
365,0,261,14.437326788902283,2.5992952287197113,12.111075401306152
366,0,925,37.73580491542816,25.574564933776855,8.087099075317383
367,0,856,18.57343018054962,6.9929830729961395,8.168668746948242
368,0,183,37.238648533821106,30.25786280632019,11.896856307983398
369,0,663,55.15143871307373,25.658127665519714,12.871833801269531
370,0,821,23.0057030916214,15.878447890281677,5.899766445159912
371,0,183,29.16237711906433,22.70437479019165,11.490715026855469
372,0,288,8.62661525607109,3.2434605062007904,4.526559829711914
373,0,556,81.67271614074707,77.33895182609558,18.816326141357422
374,0,801,16.500136256217957,11.498422920703888,7.6103692054748535
375,0,293,51.23618841171265,35.80091595649719,13.636628150939941
376,0,977,17.198677361011505,3.816758096218109,9.884733200073242
377,0,5,12.11572214961052,3.0322015285491943,7.014124393463135
378,0,51,10.277282446622849,1.475474238395691,12.160707473754883
379,0,970,20.982350409030914,12.908725440502167,10.848273277282715
380,0,1,22.13650643825531,4.535733163356781,8.178796768188477
381,0,678,49.361467361450195,41.16208851337433,12.552690505981445
382,0,974,69.08736824989319,66.41400456428528,10.734221458435059
383,0,126,51.747602224349976,14.09248411655426,13.9619722366333
384,0,675,7.519444078207016,1.1654667556285858,11.474508285522461
385,0,103,12.978097796440125,4.210066050291061,10.2756929397583
386,0,860,11.220470815896988,3.00326868891716,6.769051551818848
387,0,228,12.127837538719177,5.97100704908371,3.637266159057617
388,0,680,12.44954913854599,6.669057905673981,11.61025333404541
389,0,577,24.952228367328644,9.451352059841156,9.099377632141113
390,0,365,24.532535672187805,19.370660185813904,5.687302589416504
391,0,826,17.415162920951843,7.123524695634842,11.99105453491211
392,0,689,16.52483195066452,6.658985465764999,8.941279411315918
393,0,988,59.394508600234985,45.43352425098419,10.613980293273926
394,0,32,13.524562120437622,3.285841643810272,7.7900896072387695
395,0,335,12.608718872070312,3.6834269762039185,7.764148712158203
396,0,451,26.047003269195557,13.033117353916168,9.569344520568848
397,0,357,26.679429411888123,16.429999470710754,9.155920028686523
398,0,285,27.66571342945099,10.58860868215561,8.696781158447266
399,0,831,19.658419489860535,3.515271842479706,10.763684272766113
400,0,683,43.38906407356262,32.89666771888733,10.549726486206055
401,0,689,14.331720769405365,7.595265656709671,6.822086334228516
402,0,978,32.15814530849457,23.891417682170868,9.380372047424316
403,0,73,31.079351902008057,26.451414823532104,9.296303749084473
404,0,598,29.83231246471405,17.969323694705963,12.53620719909668
405,0,426,47.08864688873291,30.994218587875366,14.60500431060791
406,0,296,30.841359496116638,14.788465201854706,14.653319358825684
407,0,912,53.32202911376953,27.418726682662964,8.755019187927246
408,0,905,48.624223470687866,15.72217345237732,15.39787769317627
409,0,188,34.31481420993805,8.100980520248413,14.630184173583984
410,0,683,70.58830857276917,56.631821393966675,13.509990692138672
411,0,376,9.546404331922531,2.967681735754013,8.274879455566406
412,0,846,4.475414007902145,0.04332549870014191,5.479738712310791
413,0,653,17.087042331695557,9.939198195934296,10.533329010009766
414,0,79,55.20213842391968,36.22003197669983,10.204619407653809
415,0,955,24.18893426656723,20.294903218746185,6.403670787811279
416,0,392,23.270201683044434,11.074865609407425,7.841883659362793
417,0,857,46.78482115268707,26.911035180091858,12.783869743347168
418,0,47,10.028915852308273,1.656484603881836,7.524837493896484
419,0,639,71.1363136768341,63.683003187179565,10.52638053894043
420,0,107,22.027146816253662,3.1250491738319397,7.383967399597168
421,0,577,34.90946888923645,16.48302525281906,8.915970802307129
422,0,741,65.3658926486969,52.352434396743774,12.322775840759277
423,0,405,25.462481379508972,21.336644887924194,9.415436744689941
424,0,335,26.174569129943848,12.1900275349617,11.829286575317383
425,0,507,15.61075896024704,0.47902315855026245,15.32386589050293
426,0,741,38.32630515098572,30.08965253829956,13.638101577758789
427,0,116,6.04049526154995,0.03666430711746216,8.356559753417969
428,0,310,43.2398647069931,10.74044406414032,14.346014022827148
429,0,540,46.587759256362915,21.210074424743652,11.114301681518555
430,0,228,20.976141095161438,8.42185765504837,5.8728179931640625
431,0,221,26.85353457927704,15.014195442199707,11.834851264953613
432,0,502,10.602061450481415,0.2563461661338806,7.438962936401367
433,0,175,7.799877971410751,1.3594895601272583,9.270074844360352
434,0,465,45.05457282066345,23.819376528263092,9.993724822998047
435,0,68,15.781976282596588,3.5859353840351105,9.87649917602539
436,0,974,79.66558337211609,73.70175123214722,9.099848747253418
437,0,65,59.746330976486206,54.75990176200867,7.214065074920654
438,0,490,28.48661243915558,13.466717302799225,7.940427303314209
439,0,537,7.148616015911102,0.22529363632202148,9.561108589172363
440,0,812,20.284248888492584,5.694228410720825,16.277976989746094
441,0,985,5.813155323266983,0.9255211800336838,7.616647720336914
442,0,5,79.54851984977722,73.41388463973999,9.890544891357422
443,0,707,32.813990116119385,20.90308964252472,16.887788772583008
444,0,5,35.14666557312012,27.7009516954422,6.194674015045166
445,0,335,21.58040702342987,14.769914746284485,7.243402481079102
446,0,148,60.65080761909485,51.04571580886841,7.116030693054199
447,0,821,47.84303903579712,40.49604833126068,7.464437007904053
448,0,426,46.63298428058624,15.799233317375183,15.892822265625
449,0,228,11.084816604852676,0.7698312401771545,10.088359832763672
450,0,964,84.71331596374512,75.39297342300415,9.991207122802734
451,0,73,66.09424948692322,60.69207191467285,11.416646003723145
452,0,812,13.254478573799133,1.0710760951042175,12.004517555236816
453,0,183,34.712255001068115,19.96285319328308,7.712998390197754
454,0,689,37.68644034862518,29.353824257850647,10.093682289123535
455,0,663,22.33324497938156,5.81553727388382,9.45792007446289
456,0,43,24.021470546722412,12.838831543922424,4.956367492675781
457,0,221,17.679324746131897,6.1335451900959015,9.365678787231445
458,0,577,21.731366217136383,10.454270243644714,10.050399780273438
459,0,945,83.97794365882874,77.38568782806396,14.26246166229248
460,0,221,20.782478153705597,3.0633389949798584,6.237955093383789
